rule_id
count
921130
932100
932110
932115
932130
932150
932160
933100
933130
933160
933210
934100
941100
941110
941120
941130
941140
941160
941170
941180
941190
941210
941220
941230
941250
941260
941270
941290
941300
941310
941370
942100
942230
942360
943100
949110
